path,size_kb,category,reason
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_core.py,71.6,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_core.py,71.6,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_core.py,71.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_service.py,6.4,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_service.py,6.4,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_service.py,6.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_orders_core.py,41.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_orders_core.py,41.5,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_orders_core.py,41.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_preorders_core.py,43.0,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_preorders_core.py,43.0,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_preorders_core.py,43.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\Bots\handlers\service_orders_workspace.py,73.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\Bots\handlers\service_orders_workspace.py,73.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\Bots\handlers\service_orders_workspace.py,73.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_access_ui_fix_v3\Bots\handlers\service_orders_workspace.py,63.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_access_ui_fix_v2\Bots\handlers\service_orders_workspace.py,61.0,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_phone_access_ui_fix\Bots\handlers\service_orders_workspace.py,61.0,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\Bots\handlers\service_orders_workspace.py,60.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\Bots\handlers\service_orders_workspace.py,60.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_cashier_route_repair_after_phone_v2\cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-27__OSBB_cashier_route_repair_after_phone_v2\cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Recovered_Releases\2026-06-27__OSBB_cashier_route_repair_after_phone_v2\cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-26__OSBB_Live_Service_UI_v1\Bots\handlers\client_portal_v3.py,2.8,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
Recovered_Releases\2026-06-26__OSBB_Live_Service_UI_v1\Bots\handlers\service_orders_workspace.py,58.2,HIGH:recovered_content,"внутри Recovered/Recovered_Releases — восстановительный/следственный материал, независимо от типа файла"
profile_verification_terminology_v2_payload\Bots\handlers\profile_verification_workspace.py,29.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
profile_verification_terminology_v2_payload\Bots\handlers\service_orders_workspace.py,79.0,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
profile_verification_payload\Bots\handlers\profile_verification_workspace.py,27.1,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
profile_verification_payload\Bots\handlers\service_orders_workspace.py,78.7,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
profile_verification_critical_codes_payload\Bots\handlers\profile_verification_workspace.py,29.4,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
profile_confirmation_button_ready_payload\Bots\handlers\profile_verification_workspace.py,29.6,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
phone_barrier_access_v2_payload\Bots\handlers\service_orders_workspace.py,73.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
parking_time_test_payload\Bots\handlers\profile_parking_time_test_workspace.py,12.2,HIGH:release_payload_dir,лежит в распакованной _payload папке — дубль уже заархивированного zip-бандла
Docs\Architecture\Finance_Core.md,2.7,REVIEW:duplicate_doc_name,"файл с именем 'Finance_Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
Docs\Architecture\ADR\ADR-2026-07-19-Finance-Core.md,1.9,REVIEW:duplicate_doc_name,"файл с именем 'ADR-2026-07-19-Finance-Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
Data\exports\debt_policy\service_codes_live_sandbox.txt,22.1,HIGH:confirmed_archive,"подтверждено пользователем к архивации, см. EXPLICIT_ARCHIVE_PATHS"
Data\exports\debt_policy\service_codes_live_sandbox.txt,22.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\handlers\cashier_operator_v2.py,44.6,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: cashier_operator.py"
Bots\handlers\client_portal_v2.py,28.5,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: client_portal.py"
Bots\handlers\client_portal_v3.py,2.8,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: client_portal.py"
Bots\handlers\vehicle_card_editor_prev.py,18.9,REVIEW:variant_suffix,похоже на вариант/дубль базового модуля: vehicle_card_editor
.doc_installer_backups\20260719-210858-990797\Docs\Project_Log.md,1.3,REVIEW:duplicate_doc_name,"файл с именем 'Project_Log.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
.doc_installer_backups\20260719-210858-984267\Docs\ROADMAP.md,3.1,REVIEW:duplicate_doc_name,"файл с именем 'ROADMAP.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
.doc_installer_backups\20260719-210858-976962\Docs\Architecture\ADR\ADR-2026-07-19-Finance-Core.md,5.2,REVIEW:duplicate_doc_name,"файл с именем 'ADR-2026-07-19-Finance-Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
.doc_installer_backups\20260719-210856-761970\Docs\Architecture\Finance_Core.md,2.2,REVIEW:duplicate_doc_name,"файл с именем 'Finance_Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
