path,line,table,context
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,299,contact_methods,"updated_at: apartment_verification, apartments, bot_admins, bot_user_sessions, contact_methods, persons, resident_accounts, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,299,apartment_verification,"updated_at: apartment_verification, apartments, bot_admins, bot_user_sessions, contact_methods, persons, resident_accounts, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,299,apartments,"updated_at: apartment_verification, apartments, bot_admins, bot_user_sessions, contact_methods, persons, resident_accounts, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,299,persons,"updated_at: apartment_verification, apartments, bot_admins, bot_user_sessions, contact_methods, persons, resident_accounts, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,299,vehicles,"updated_at: apartment_verification, apartments, bot_admins, bot_user_sessions, contact_methods, persons, resident_accounts, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,300,contact_methods,"updated_by: apartments, contact_methods, persons, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,300,apartments,"updated_by: apartments, contact_methods, persons, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,300,persons,"updated_by: apartments, contact_methods, persons, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,300,vehicles,"updated_by: apartments, contact_methods, persons, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,301,audit_log,username: audit_log
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,302,audit_log,"vehicle_id: operator_audit_log, parking_time_review_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,302,parking_time_review_tasks,"vehicle_id: operator_audit_log, parking_time_review_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,302,operator_audit_log,"vehicle_id: operator_audit_log, parking_time_review_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,303,resident_accounts,"verified_at: apartment_verification, resident_accounts, verification_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,303,apartment_verification,"verified_at: apartment_verification, resident_accounts, verification_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,304,apartment_verification,"verified_by: apartment_verification, verification_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,310,barrier_phone_access,access_status: barrier_phone_access
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,311,audit_log,action: audit_log
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,312,audit_log,"action_status: commercial_access_actions, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,312,operator_audit_log,"action_status: commercial_access_actions, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,313,audit_log,"action_type: commercial_access_actions, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,313,operator_audit_log,"action_type: commercial_access_actions, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,314,audit_log,actor_name: audit_log
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,315,audit_log,actor_role: audit_log
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,316,audit_log,"actor_type: cashbox_operations, cashier_batches, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,316,cashier_batches,"actor_type: cashbox_operations, cashier_batches, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,316,cashbox_operations,"actor_type: cashbox_operations, cashier_batches, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,316,operator_audit_log,"actor_type: cashbox_operations, cashier_batches, operator_audit_log"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,317,charges,adjustment_amount: charges
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,320,charges,adjustment_internal_note: charges
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,322,charges,adjustment_public_note: charges
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,324,charges,adjustment_updated_at: charges
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,325,unit_aliases,"alias_kind: unit_aliases, unit_group_aliases"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,325,unit_group_aliases,"alias_kind: unit_aliases, unit_group_aliases"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,326,unit_aliases,"alias_normalized: unit_aliases, unit_group_aliases"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,326,unit_group_aliases,"alias_normalized: unit_aliases, unit_group_aliases"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,327,unit_aliases,"alias_text: unit_aliases, unit_group_aliases"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,327,unit_group_aliases,"alias_text: unit_aliases, unit_group_aliases"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,328,cashier_receipts,allocation_status: cashier_receipts
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,payments,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,payment_allocations,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,cashier_reconciliation_cases,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,bank_transactions,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,cashier_receipts,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,charges,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,cashbox_operations,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,329,service_tariffs,"amount: bank_transactions, cashbox_operations, cashier_receipts, cashier_reconciliation_cases, charges, events, extracted_facts, payment_allocations, payments, service_tariffs"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,330,service_items,amount_default: service_items
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,331,cashier_batch_items,amount_expected: cashier_batch_items
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,332,cashier_batch_items,amount_received: cashier_batch_items
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,unit_contacts,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,unit_aliases,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,remote_requests,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,resident_accounts,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,contact_methods,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,cashier_reconciliation_cases,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,payment_notices,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,bank_transactions,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,cashier_receipts,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,apartment_verification,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,persons,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,cashier_batch_items,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,verification_tasks,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,unit_group_members,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,333,vehicles,"apartment_id: adjustment_assignments, apartment_verification, bank_transactions, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, contact_methods, events, payment_notices, persons, remote_requests, resident_accounts, unit_aliases, unit_contacts, unit_group_members, vehicles, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,barrier_phone_access,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,remote_requests,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,resident_accounts,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,payments,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,cashier_reconciliation_cases,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,payment_notices,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,bank_transactions,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,parking_time_review_tasks,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,cashier_receipts,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,apartment_verification,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,apartments,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,charges,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,cashbox_operations,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,cashier_batch_items,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,334,verification_tasks,"apartment_number: adjustment_assignments, apartment_verification, apartments, bank_transactions, barrier_phone_access, cashbox_operations, cashier_batch_items, cashier_receipts, cashier_reconciliation_cases, charges, extracted_facts, parking_time_review_tasks, payment_notices, payments, remote_requests, resident_accounts, tbot_parking_import, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,336,cashier_batches,applied_at: cashier_batches
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,340,apartments,area_sqm: apartments
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,341,bank_transactions,bank_name: bank_transactions
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,342,payments,bank_transaction_id: payments
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,343,payments,"base_service_code: adjustment_assignments, cashbox_operations, charges, payment_allocations, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,343,payment_allocations,"base_service_code: adjustment_assignments, cashbox_operations, charges, payment_allocations, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,343,charges,"base_service_code: adjustment_assignments, cashbox_operations, charges, payment_allocations, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,343,cashbox_operations,"base_service_code: adjustment_assignments, cashbox_operations, charges, payment_allocations, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,344,cashier_batches,"batch_id: cashbox_operations, cashier_batch_items, cashier_batches"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,344,cashbox_operations,"batch_id: cashbox_operations, cashier_batch_items, cashier_batches"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,344,cashier_batch_items,"batch_id: cashbox_operations, cashier_batch_items, cashier_batches"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,345,cashier_batches,batch_status: cashier_batches
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,346,cashier_batches,batch_type: cashier_batches
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,347,barrier_phone_access,blocked_at: barrier_phone_access
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,348,barrier_phone_access,blocked_by: barrier_phone_access
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,349,commercial_contract_items,blocks_phone_access_on_debt: commercial_contract_items
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,352,commercial_contract_items,calculation_mode: commercial_contract_items
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,355,payments,can_manage_payments: bot_admins
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,359,commercial_notifications,cancelled_at: commercial_notifications
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,360,commercial_notifications,cancelled_by: commercial_notifications
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,361,verification_candidates,candidate_normalized: verification_candidates
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,362,verification_candidates,candidate_type: verification_candidates
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,363,verification_candidates,"candidate_value: verification_candidates, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,363,verification_tasks,"candidate_value: verification_candidates, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,364,vehicles,"car_color: tbot_parking_import, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,365,vehicles,car_color_normalized: vehicles
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,366,parking_time_review_tasks,"car_model: parking_time_review_tasks, tbot_parking_import, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,366,vehicles,"car_model: parking_time_review_tasks, tbot_parking_import, vehicles"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,367,vehicles,car_model_normalized: vehicles
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,368,cashier_reconciliation_cases,case_status: cashier_reconciliation_cases
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,369,cashier_reconciliation_cases,case_type: cashier_reconciliation_cases
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,370,payments,"cashbox_code: cashbox_operations, cashboxes, cashier_batch_items, cashier_batches, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,370,cashier_batches,"cashbox_code: cashbox_operations, cashboxes, cashier_batch_items, cashier_batches, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,370,cashier_receipts,"cashbox_code: cashbox_operations, cashboxes, cashier_batch_items, cashier_batches, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,370,cashboxes,"cashbox_code: cashbox_operations, cashboxes, cashier_batch_items, cashier_batches, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,370,cashbox_operations,"cashbox_code: cashbox_operations, cashboxes, cashier_batch_items, cashier_batches, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,370,cashier_batch_items,"cashbox_code: cashbox_operations, cashboxes, cashier_batch_items, cashier_batches, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,371,cashboxes,cashbox_name: cashboxes
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,372,payments,"cashbox_operation_id: cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,372,cashier_receipts,"cashbox_operation_id: cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,373,payments,"cashier_batch_id: bank_transactions, cashbox_operations, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,373,bank_transactions,"cashier_batch_id: bank_transactions, cashbox_operations, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,373,cashier_receipts,"cashier_batch_id: bank_transactions, cashbox_operations, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,373,cashbox_operations,"cashier_batch_id: bank_transactions, cashbox_operations, cashier_receipts, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,374,payments,cashier_entry_status: payments
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,375,payments,"cashier_receipt_id: cashbox_operations, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,375,cashbox_operations,"cashier_receipt_id: cashbox_operations, payments"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,376,service_catalog,category: service_catalog
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,377,payment_allocations,"charge_id: cashbox_operations, cashier_batch_items, charge_adjustments, payment_allocations"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,377,cashbox_operations,"charge_id: cashbox_operations, cashier_batch_items, charge_adjustments, payment_allocations"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,377,cashier_batch_items,"charge_id: cashbox_operations, cashier_batch_items, charge_adjustments, payment_allocations"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,378,commercial_notifications,charge_ids_json: commercial_notifications
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,379,remote_requests,closed_at: remote_requests
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,barrier_phone_access,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,verification_evidence,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,payments,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,audit_log,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,cashier_batches,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,service_items,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,apartment_verification,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,cashboxes,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,service_catalog,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
Data/exports/schema/schema_compare_2026-06-28_13-09-32.txt,380,charges,"comment: apartment_verification, audit_log, barrier_phone_access, cashbox_operations, cashboxes, cashier_batches, charges, commercial_access_actions, events, extracted_facts, operator_audit_log, payments, schema_info, service_catalog, service_items, service_tariffs, verification_evidence, verification_log, verification_tasks"
